activity_id,user_id,activity_id_num,user_id_num,identifier_id,has_up,has_down,up_path,down_path,has_data_up,has_data_down,WTLA,WTC,WTRA,WTRL,WTLL,activity_id_num_ori,data_type
action_00,user16,0,16,1-1-1,True,True,IMU/action_00/user16/1-1-1/up.csv,IMU/action_00/user16/1-1-1/down.csv,True,True,45,46,46,46,44,0,train
action_00,user18,0,18,7-1-1,True,True,IMU/action_00/user18/7-1-1/up.csv,IMU/action_00/user18/7-1-1/down.csv,True,True,20,20,20,20,20,0,train
action_00,user21,0,21,1-1-1,True,True,IMU/action_00/user21/1-1-1/up.csv,IMU/action_00/user21/1-1-1/down.csv,True,True,14,14,14,12,14,0,train
action_00,user21,0,21,4-2-1,True,True,IMU/action_00/user21/4-2-1/up.csv,IMU/action_00/user21/4-2-1/down.csv,True,True,7,5,6,4,6,0,train
action_00,user22,0,22,2-2-1,True,True,IMU/action_00/user22/2-2-1/up.csv,IMU/action_00/user22/2-2-1/down.csv,True,True,14,15,14,16,16,0,train
action_00,user23,0,23,1-1-1,True,True,IMU/action_00/user23/1-1-1/up.csv,IMU/action_00/user23/1-1-1/down.csv,True,True,40,42,42,41,42,0,train
action_00,user24,0,24,6-2-1,True,True,IMU/action_00/user24/6-2-1/up.csv,IMU/action_00/user24/6-2-1/down.csv,True,True,33,33,34,34,35,0,train
action_00,user24,0,24,7-1-1,True,True,IMU/action_00/user24/7-1-1/up.csv,IMU/action_00/user24/7-1-1/down.csv,True,True,29,30,30,29,29,0,train
action_00,user4,0,4,1-1-1,True,True,IMU/action_00/user4/1-1-1/up.csv,IMU/action_00/user4/1-1-1/down.csv,True,True,41,40,41,42,40,0,train
action_00,user5,0,5,1-1-1,True,True,IMU/action_00/user5/1-1-1/up.csv,IMU/action_00/user5/1-1-1/down.csv,True,True,39,38,38,38,39,0,train
action_00,user6,0,6,1-1-1,True,True,IMU/action_00/user6/1-1-1/up.csv,IMU/action_00/user6/1-1-1/down.csv,True,True,45,46,45,46,45,0,train
action_00,user8,0,8,1-1-1,True,True,IMU/action_00/user8/1-1-1/up.csv,IMU/action_00/user8/1-1-1/down.csv,True,True,26,25,25,26,25,0,train
action_00,user8,0,8,7-1-1,True,True,IMU/action_00/user8/7-1-1/up.csv,IMU/action_00/user8/7-1-1/down.csv,True,True,25,25,25,24,24,0,train
action_05,user16,5,16,3-1-1,True,True,IMU/action_05/user16/3-1-1/up.csv,IMU/action_05/user16/3-1-1/down.csv,True,True,100,100,100,101,100,12,train
action_05,user16,5,16,6-2-1,True,True,IMU/action_05/user16/6-2-1/up.csv,IMU/action_05/user16/6-2-1/down.csv,True,True,67,65,66,67,65,12,train
action_05,user17,5,17,3-1-1,True,True,IMU/action_05/user17/3-1-1/up.csv,IMU/action_05/user17/3-1-1/down.csv,True,True,92,93,93,93,93,12,test
action_05,user18,5,18,3-1-1,True,True,IMU/action_05/user18/3-1-1/up.csv,IMU/action_05/user18/3-1-1/down.csv,True,True,44,44,44,42,45,12,train
action_05,user19,5,19,7-2-1,True,True,IMU/action_05/user19/7-2-1/up.csv,IMU/action_05/user19/7-2-1/down.csv,True,True,49,49,49,50,50,12,train
action_05,user2,5,2,3-1-1,True,True,IMU/action_05/user2/3-1-1/up.csv,IMU/action_05/user2/3-1-1/down.csv,True,True,55,56,55,56,54,12,train
action_05,user20,5,20,2-1-1,True,True,IMU/action_05/user20/2-1-1/up.csv,IMU/action_05/user20/2-1-1/down.csv,True,True,98,96,99,98,98,12,train
action_05,user20,5,20,3-2-1,True,True,IMU/action_05/user20/3-2-1/up.csv,IMU/action_05/user20/3-2-1/down.csv,True,True,45,45,46,45,45,12,train
action_05,user21,5,21,2-1-1,True,True,IMU/action_05/user21/2-1-1/up.csv,IMU/action_05/user21/2-1-1/down.csv,True,True,106,107,104,106,108,12,train
action_05,user23,5,23,3-2-1,True,True,IMU/action_05/user23/3-2-1/up.csv,IMU/action_05/user23/3-2-1/down.csv,True,True,87,87,86,88,86,12,train
action_05,user4,5,4,2-2-1,True,True,IMU/action_05/user4/2-2-1/up.csv,IMU/action_05/user4/2-2-1/down.csv,True,True,91,92,92,91,91,12,train
action_05,user5,5,5,3-1-1,True,True,IMU/action_05/user5/3-1-1/up.csv,IMU/action_05/user5/3-1-1/down.csv,True,True,159,160,159,157,158,12,train
action_05,user6,5,6,3-1-1,True,True,IMU/action_05/user6/3-1-1/up.csv,IMU/action_05/user6/3-1-1/down.csv,True,True,234,234,234,232,234,12,train
action_05,user6,5,6,6-2-1,True,True,IMU/action_05/user6/6-2-1/up.csv,IMU/action_05/user6/6-2-1/down.csv,True,True,51,51,54,52,51,12,train
action_05,user7,5,7,3-1-1,True,True,IMU/action_05/user7/3-1-1/up.csv,IMU/action_05/user7/3-1-1/down.csv,True,True,70,69,69,67,67,12,train
action_05,user8,5,8,3-1-1,True,True,IMU/action_05/user8/3-1-1/up.csv,IMU/action_05/user8/3-1-1/down.csv,True,True,73,72,73,73,73,12,train
action_05,user9,5,9,3-3-1,True,True,IMU/action_05/user9/3-3-1/up.csv,IMU/action_05/user9/3-3-1/down.csv,True,True,43,42,42,42,41,12,train
action_05,user9,5,9,7-2-1,True,True,IMU/action_05/user9/7-2-1/up.csv,IMU/action_05/user9/7-2-1/down.csv,True,True,24,27,27,26,29,12,train
action_06,user1,6,1,3-2-1,True,True,IMU/action_06/user1/3-2-1/up.csv,IMU/action_06/user1/3-2-1/down.csv,True,True,102,103,103,103,103,13,train
action_06,user16,6,16,3-1-1,True,True,IMU/action_06/user16/3-1-1/up.csv,IMU/action_06/user16/3-1-1/down.csv,True,True,76,77,77,77,79,13,train
action_06,user17,6,17,3-1-1,True,True,IMU/action_06/user17/3-1-1/up.csv,IMU/action_06/user17/3-1-1/down.csv,True,True,60,61,60,60,60,13,test
action_06,user18,6,18,3-1-1,True,True,IMU/action_06/user18/3-1-1/up.csv,IMU/action_06/user18/3-1-1/down.csv,True,True,37,37,38,38,35,13,train
action_06,user19,6,19,7-2-1,True,True,IMU/action_06/user19/7-2-1/up.csv,IMU/action_06/user19/7-2-1/down.csv,True,True,68,67,68,68,69,13,train
action_06,user2,6,2,3-1-1,True,True,IMU/action_06/user2/3-1-1/up.csv,IMU/action_06/user2/3-1-1/down.csv,True,True,29,28,29,28,29,13,train
action_06,user20,6,20,2-1-1,True,True,IMU/action_06/user20/2-1-1/up.csv,IMU/action_06/user20/2-1-1/down.csv,True,True,74,73,72,72,77,13,train
action_06,user20,6,20,3-2-1,True,True,IMU/action_06/user20/3-2-1/up.csv,IMU/action_06/user20/3-2-1/down.csv,True,True,49,50,48,49,49,13,train
action_06,user20,6,20,6-3-1,True,True,IMU/action_06/user20/6-3-1/up.csv,IMU/action_06/user20/6-3-1/down.csv,True,True,47,45,48,46,48,13,train
action_06,user21,6,21,2-1-1,True,True,IMU/action_06/user21/2-1-1/up.csv,IMU/action_06/user21/2-1-1/down.csv,True,True,40,40,40,40,40,13,train
action_06,user4,6,4,2-2-1,True,True,IMU/action_06/user4/2-2-1/up.csv,IMU/action_06/user4/2-2-1/down.csv,True,True,43,41,42,42,42,13,train
action_06,user5,6,5,5-1-1,True,True,IMU/action_06/user5/5-1-1/up.csv,IMU/action_06/user5/5-1-1/down.csv,True,True,64,65,63,64,65,13,train
action_06,user6,6,6,3-1-1,True,True,IMU/action_06/user6/3-1-1/up.csv,IMU/action_06/user6/3-1-1/down.csv,True,True,109,110,109,109,109,13,train
action_06,user7,6,7,3-1-1,True,True,IMU/action_06/user7/3-1-1/up.csv,IMU/action_06/user7/3-1-1/down.csv,True,True,52,52,54,53,52,13,train
action_06,user8,6,8,3-1-1,True,True,IMU/action_06/user8/3-1-1/up.csv,IMU/action_06/user8/3-1-1/down.csv,True,True,53,55,56,56,57,13,train
action_06,user9,6,9,3-3-1,True,True,IMU/action_06/user9/3-3-1/up.csv,IMU/action_06/user9/3-3-1/down.csv,True,True,32,33,32,31,34,13,train
action_06,user9,6,9,7-2-1,True,True,IMU/action_06/user9/7-2-1/up.csv,IMU/action_06/user9/7-2-1/down.csv,True,True,23,27,25,27,23,13,train
action_07,user1,7,1,2-2-1,True,True,IMU/action_07/user1/2-2-1/up.csv,IMU/action_07/user1/2-2-1/down.csv,True,True,99,100,99,99,99,17,train
action_07,user1,7,1,3-2-1,True,True,IMU/action_07/user1/3-2-1/up.csv,IMU/action_07/user1/3-2-1/down.csv,True,True,65,65,66,66,65,17,train
action_07,user16,7,16,4-1-1,True,True,IMU/action_07/user16/4-1-1/up.csv,IMU/action_07/user16/4-1-1/down.csv,True,True,78,78,77,78,77,17,train
action_07,user17,7,17,4-1-1,True,True,IMU/action_07/user17/4-1-1/up.csv,IMU/action_07/user17/4-1-1/down.csv,True,True,59,58,58,58,59,17,test
action_07,user18,7,18,5-1-1,True,True,IMU/action_07/user18/5-1-1/up.csv,IMU/action_07/user18/5-1-1/down.csv,True,True,81,80,80,80,81,17,train
action_07,user19,7,19,1-2-1,True,True,IMU/action_07/user19/1-2-1/up.csv,IMU/action_07/user19/1-2-1/down.csv,True,True,20,20,20,21,20,17,train
action_07,user19,7,19,4-1-1,True,True,IMU/action_07/user19/4-1-1/up.csv,IMU/action_07/user19/4-1-1/down.csv,True,True,25,24,24,24,24,17,train
action_07,user19,7,19,4-3-1,True,True,IMU/action_07/user19/4-3-1/up.csv,IMU/action_07/user19/4-3-1/down.csv,True,True,29,29,27,29,28,17,train
action_07,user19,7,19,6-1-1,True,True,IMU/action_07/user19/6-1-1/up.csv,IMU/action_07/user19/6-1-1/down.csv,True,True,15,18,17,18,15,17,train
action_07,user20,7,20,2-2-1,True,True,IMU/action_07/user20/2-2-1/up.csv,IMU/action_07/user20/2-2-1/down.csv,True,True,29,30,29,30,30,17,train
action_07,user20,7,20,4-1-1,True,True,IMU/action_07/user20/4-1-1/up.csv,IMU/action_07/user20/4-1-1/down.csv,True,True,49,47,47,48,47,17,train
action_07,user20,7,20,5-1-1,True,True,IMU/action_07/user20/5-1-1/up.csv,IMU/action_07/user20/5-1-1/down.csv,True,True,73,73,74,73,73,17,train
