path,activity_id,activity_id_num,activity_name,user_id,user_id_num,identifier_id,name_of_csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user1/5-1-1/down(LL+RL).csv,25_watching_TV,25,_watching_TV,user1,1,5-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user1/5-1-1/up(LA+RA+C).csv,25_watching_TV,25,_watching_TV,user1,1,5-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user24/2-2-1/up(LA+RA+C).csv,25_watching_TV,25,_watching_TV,user24,24,2-2-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user24/2-2-1/down(LL+RL).csv,25_watching_TV,25,_watching_TV,user24,24,2-2-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user24/5-3-1/down(LL+RL).csv,25_watching_TV,25,_watching_TV,user24,24,5-3-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user24/5-3-1/up(LA+RA+C).csv,25_watching_TV,25,_watching_TV,user24,24,5-3-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user26/5-1-1/up(LA+RA+C).csv,25_watching_TV,25,_watching_TV,user26,26,5-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user26/5-1-1/down(LL+RL).csv,25_watching_TV,25,_watching_TV,user26,26,5-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user14/2-2-1/down(LL+RL).csv,25_watching_TV,25,_watching_TV,user14,14,2-2-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user14/2-2-1/up(LA+RA+C).csv,25_watching_TV,25,_watching_TV,user14,14,2-2-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user14/5-3-1/up(LA+RA+C).csv,25_watching_TV,25,_watching_TV,user14,14,5-3-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user14/5-3-1/down(LL+RL).csv,25_watching_TV,25,_watching_TV,user14,14,5-3-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user7/5-1-1/down(LL+RL).csv,25_watching_TV,25,_watching_TV,user7,7,5-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/25_watching_TV/user7/5-1-1/up(LA+RA+C).csv,25_watching_TV,25,_watching_TV,user7,7,5-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user15/5-1-1/down(LL+RL).csv,35_lunges,35,_lunges,user15,15,5-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user15/5-1-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user15,15,5-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user5/6-1-1/down(LL+RL).csv,35_lunges,35,_lunges,user5,5,6-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user5/6-1-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user5,5,6-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user8/5-1-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user8,8,5-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user8/5-1-1/down(LL+RL).csv,35_lunges,35,_lunges,user8,8,5-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user18/5-1-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user18,18,5-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user18/5-1-1/down(LL+RL).csv,35_lunges,35,_lunges,user18,18,5-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user20/1-2-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user20,20,1-2-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user20/1-2-1/down(LL+RL).csv,35_lunges,35,_lunges,user20,20,1-2-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user16/6-1-1/down(LL+RL).csv,35_lunges,35,_lunges,user16,16,6-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user16/6-1-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user16,16,6-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user6/6-1-1/down(LL+RL).csv,35_lunges,35,_lunges,user6,6,6-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user6/6-1-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user6,6,6-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user1/3-2-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user1,1,3-2-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user1/3-2-1/down(LL+RL).csv,35_lunges,35,_lunges,user1,1,3-2-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user30/6-1-1/down(LL+RL).csv,35_lunges,35,_lunges,user30,30,6-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user30/6-1-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user30,30,6-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user23/1-2-1/down(LL+RL).csv,35_lunges,35,_lunges,user23,23,1-2-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user23/1-2-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user23,23,1-2-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user13/5-3-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user13,13,5-3-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user13/5-3-1/down(LL+RL).csv,35_lunges,35,_lunges,user13,13,5-3-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user13/1-2-1/down(LL+RL).csv,35_lunges,35,_lunges,user13,13,1-2-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user13/1-2-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user13,13,1-2-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user26/3-2-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user26,26,3-2-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user26/3-2-1/down(LL+RL).csv,35_lunges,35,_lunges,user26,26,3-2-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user10/1-2-1/down(LL+RL).csv,35_lunges,35,_lunges,user10,10,1-2-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user10/1-2-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user10,10,1-2-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user25/5-1-1/down(LL+RL).csv,35_lunges,35,_lunges,user25,25,5-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/35_lunges/user25/5-1-1/up(LA+RA+C).csv,35_lunges,35,_lunges,user25,25,5-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user25/1-2-1/up(LA+RA+C).csv,37_taking_medicine,37,_taking_medicine,user25,25,1-2-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user25/1-2-1/down(LL+RL).csv,37_taking_medicine,37,_taking_medicine,user25,25,1-2-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user17/4-1-1/down(LL+RL).csv,37_taking_medicine,37,_taking_medicine,user17,17,4-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user17/4-1-1/up(LA+RA+C).csv,37_taking_medicine,37,_taking_medicine,user17,17,4-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user10/7-1-1/down(LL+RL).csv,37_taking_medicine,37,_taking_medicine,user10,10,7-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user10/7-1-1/up(LA+RA+C).csv,37_taking_medicine,37,_taking_medicine,user10,10,7-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user28/2-2-1/down(LL+RL).csv,37_taking_medicine,37,_taking_medicine,user28,28,2-2-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user28/2-2-1/up(LA+RA+C).csv,37_taking_medicine,37,_taking_medicine,user28,28,2-2-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user28/7-1-1/down(LL+RL).csv,37_taking_medicine,37,_taking_medicine,user28,28,7-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user28/7-1-1/up(LA+RA+C).csv,37_taking_medicine,37,_taking_medicine,user28,28,7-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user22/7-1-1/up(LA+RA+C).csv,37_taking_medicine,37,_taking_medicine,user22,22,7-1-1,up(LA+RA+C).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user22/7-1-1/down(LL+RL).csv,37_taking_medicine,37,_taking_medicine,user22,22,7-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user7/4-1-1/down(LL+RL).csv,37_taking_medicine,37,_taking_medicine,user7,7,4-1-1,down(LL+RL).csv
/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/37_taking_medicine/user7/4-1-1/up(LA+RA+C).csv,37_taking_medicine,37,_taking_medicine,user7,7,4-1-1,up(LA+RA+C).csv
