activity_id,user_id,activity_id_num,user_id_num,identifier_id,has_up,has_down,up_path,down_path,has_data_up,has_data_down,WTLA,WTC,WTRA,WTRL,WTLL,data_type
action_00,user16,0,16,1-1-1,True,True,IMU/action_00/user16/1-1-1/up.csv,IMU/action_00/user16/1-1-1/down.csv,True,True,45,46,46,46,44,train
action_00,user18,0,18,7-1-1,True,True,IMU/action_00/user18/7-1-1/up.csv,IMU/action_00/user18/7-1-1/down.csv,True,True,20,20,20,20,20,test
action_00,user21,0,21,1-1-1,True,True,IMU/action_00/user21/1-1-1/up.csv,IMU/action_00/user21/1-1-1/down.csv,True,True,14,14,14,12,14,train
action_00,user21,0,21,4-2-1,True,True,IMU/action_00/user21/4-2-1/up.csv,IMU/action_00/user21/4-2-1/down.csv,True,True,7,5,6,4,6,train
action_00,user22,0,22,2-2-1,True,True,IMU/action_00/user22/2-2-1/up.csv,IMU/action_00/user22/2-2-1/down.csv,True,True,14,15,14,16,16,train
action_00,user23,0,23,1-1-1,True,True,IMU/action_00/user23/1-1-1/up.csv,IMU/action_00/user23/1-1-1/down.csv,True,True,40,42,42,41,42,train
action_00,user24,0,24,6-2-1,True,True,IMU/action_00/user24/6-2-1/up.csv,IMU/action_00/user24/6-2-1/down.csv,True,True,33,33,34,34,35,train
action_00,user24,0,24,7-1-1,True,True,IMU/action_00/user24/7-1-1/up.csv,IMU/action_00/user24/7-1-1/down.csv,True,True,29,30,30,29,29,train
action_00,user4,0,4,1-1-1,True,True,IMU/action_00/user4/1-1-1/up.csv,IMU/action_00/user4/1-1-1/down.csv,True,True,41,40,41,42,40,train
action_00,user5,0,5,1-1-1,True,True,IMU/action_00/user5/1-1-1/up.csv,IMU/action_00/user5/1-1-1/down.csv,True,True,39,38,38,38,39,train
action_00,user6,0,6,1-1-1,True,True,IMU/action_00/user6/1-1-1/up.csv,IMU/action_00/user6/1-1-1/down.csv,True,True,45,46,45,46,45,train
action_00,user8,0,8,1-1-1,True,True,IMU/action_00/user8/1-1-1/up.csv,IMU/action_00/user8/1-1-1/down.csv,True,True,26,25,25,26,25,train
action_00,user8,0,8,7-1-1,True,True,IMU/action_00/user8/7-1-1/up.csv,IMU/action_00/user8/7-1-1/down.csv,True,True,25,25,25,24,24,train
action_10,user1,10,1,3-1-1,True,True,IMU/action_10/user1/3-1-1/up.csv,IMU/action_10/user1/3-1-1/down.csv,True,True,35,34,35,33,34,train
action_10,user16,10,16,1-2-1,True,True,IMU/action_10/user16/1-2-1/up.csv,IMU/action_10/user16/1-2-1/down.csv,True,True,19,19,19,20,20,train
action_10,user16,10,16,2-1-1,True,True,IMU/action_10/user16/2-1-1/up.csv,IMU/action_10/user16/2-1-1/down.csv,True,True,29,30,30,29,31,train
action_10,user16,10,16,7-2-1,True,True,IMU/action_10/user16/7-2-1/up.csv,IMU/action_10/user16/7-2-1/down.csv,True,True,38,39,37,39,38,train
action_10,user17,10,17,2-1-1,True,True,IMU/action_10/user17/2-1-1/up.csv,IMU/action_10/user17/2-1-1/down.csv,True,True,31,31,31,31,30,train
action_10,user17,10,17,2-2-1,True,True,IMU/action_10/user17/2-2-1/up.csv,IMU/action_10/user17/2-2-1/down.csv,True,True,24,25,26,26,26,train
action_10,user17,10,17,5-2-1,True,True,IMU/action_10/user17/5-2-1/up.csv,IMU/action_10/user17/5-2-1/down.csv,True,True,21,21,21,21,22,train
action_10,user18,10,18,3-2-1,True,True,IMU/action_10/user18/3-2-1/up.csv,IMU/action_10/user18/3-2-1/down.csv,True,True,32,31,32,31,32,test
action_10,user18,10,18,4-2-1,True,True,IMU/action_10/user18/4-2-1/up.csv,IMU/action_10/user18/4-2-1/down.csv,True,True,31,33,32,32,32,test
action_10,user18,10,18,7-2-1,True,True,IMU/action_10/user18/7-2-1/up.csv,IMU/action_10/user18/7-2-1/down.csv,True,True,11,13,12,12,13,test
action_10,user19,10,19,2-1-1,True,True,IMU/action_10/user19/2-1-1/up.csv,IMU/action_10/user19/2-1-1/down.csv,True,True,39,38,39,41,38,train
